technique_id,technique_name,visibility_gap_any_tactic,status,sources_seen
T1001,Data Obfuscation,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1195.002,Compromise Software Supply Chain,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1195.003,Compromise Hardware Supply Chain,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1197,BITS Jobs,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1199,Trusted Relationship,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1200,Hardware Additions,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1201,Password Policy Discovery,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1202,Indirect Command Execution,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1203,Exploitation for Client Execution,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1204,User Execution,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1204.001,Malicious Link,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1204.002,Malicious File,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1204.003,Malicious Image,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1204.004,Malicious Copy and Paste,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1205,Traffic Signaling,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1205.001,Port Knocking,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1205.002,Socket Filters,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1207,Rogue Domain Controller,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1210,Exploitation of Remote Services,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1211,Exploitation for Defense Evasion,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1212,Exploitation for Credential Access,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1213,Data from Information Repositories,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1213.001,Confluence,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1213.002,Sharepoint,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1213.003,Code Repositories,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1213.004,Customer Relationship Management Software,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1213.005,Messaging Applications,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1216,System Script Proxy Execution,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1216.001,PubPrn,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1216.002,SyncAppvPublishingServer,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1217,Browser Information Discovery,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1218,System Binary Proxy Execution,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1218.001,Compiled HTML File,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1218.002,Control Panel,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1218.003,CMSTP,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1218.004,InstallUtil,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1218.005,Mshta,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1218.007,Msiexec,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1218.008,Odbcconf,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1218.009,Regsvcs/Regasm,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1218.010,Regsvr32,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1218.011,Rundll32,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1218.012,Verclsid,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1218.013,Mavinject,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1218.014,MMC,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1218.015,Electron Applications,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1219,Remote Access Tools,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1219.001,IDE Tunneling,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1219.002,Remote Desktop Software,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1219.003,Remote Access Hardware,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1220,XSL Script Processing,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1221,Template Injection,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1222,File and Directory Permissions Modification,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1222.001,Windows File and Directory Permissions Modification,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1222.002,Linux and Mac File and Directory Permissions Modification,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1480,Execution Guardrails,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1480.001,Environmental Keying,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1480.002,Mutual Exclusion,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1482,Domain Trust Discovery,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1484,Domain or Tenant Policy Modification,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1484.001,Group Policy Modification,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1484.002,Trust Modification,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1485,Data Destruction,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1485.001,Lifecycle-Triggered Deletion,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1486,Data Encrypted for Impact,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1489,Service Stop,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
T1490,Inhibit System Recovery,No,Telemetry available (detection gap until rule exists),Windows Security/Sysmon:Maybe; Cisco ASA:Yes; AWS CloudTrail:Yes; AWS GuardDuty:Yes; AWS VPC Flow:Yes; AWS S3 Access Logs:Yes; Microsoft 365/O365:Yes; Azure AD:Yes; Network Telemetry (Zeek/Stream):Yes; Symantec EP:Yes; Code42:Yes; Linux Syslog:Yes
